id,uri,type,title,summary,metaDescription,contactEmail,contactName,contactTelephone
dataset_landing_page_22, /businessindustryandtrade /retailindustry /datasets /poundsdatatotalretailsales,dataset_landing_page,"Pounds data, total retail sales",Total sales and average weekly spending estimates for each retail sector in £ thousands,Total sales and average weekly spending estimates for each retail sector in £ thousands,retail.sales.enquiries @ons.gsi.gov.uk,Melanie Richard,+44 (0)1633 455602
dataset_landing_page_23, /businessindustryandtrade /retailindustry /datasets /retailsalesindexreferencetables,dataset_landing_page,Retail sales index,"A series of Retail Sales data in value and volume terms, seasonally and non-seasonally adjusted","A series of Retail Sales data in value and volume terms, seasonally and non-seasonally adjusted","retail.sales.enquiries @ons.gsi.gov.uk",Melanie Richard,+44 (0)1633 455602
dataset_landing_page_24, /businessindustryandtrade /retailindustry /datasets /retailsalesindexinternetsales,dataset_landing_page,Retail sales index internet sales,"Internet sales by store type, month and year","Internet sales by store type, month and year",retail.sales.enquiries @ons.gsi.gov.uk,Melanie Richard,"+44 (0)1633 455602"
dataset_landing_page_25, /businessindustryandtrade /retailindustry /datasets /retailsalesbusinessanalysis,dataset_landing_page,"Retail Sales, Business Analysis",The extent to which individual businesses experienced actual changes in their sales.,The extent to which individual businesses experienced actual changes in their sales.,retail.sales.enquiries @ons.gsi.gov.uk,Melanie Richard,+44 (0)1633 455602
dataset_landing_page_26, /economy /environmentalaccounts /datasets /ukenvironmentalaccountsoilandgas,dataset_landing_page,Oil and Gas ,Estimates of remaining recoverable oil & gas reserves and resources,Estimates of remaining recoverable oil & gas reserves and resources,geeta.kerai @ons.gsi.gov.uk,Geeta Kerai,+44 (0)1633 651815
dataset_landing_page_27, /economy /environmentalaccounts /datasets /ukenvironmentalaccountsenergyconsumptionfromrenewableandwastesources,dataset_landing_page,Energy Consumption from Renewable and Waste Sources ,"Energy consumption from renewable and waste sources by source and industry, 1990 to 2014","Energy consumption from renewable and waste sources by source and industry, 1990 to 2013",geeta.kerai @ons.gsi.gov.uk,Geeta Kerai,+44 (0)1633 651815
dataset_landing_page_28, /economy /environmentalaccounts /datasets /ukenvironmentalaccountsfuelusebytypeandindustry,dataset_landing_page,Fuel use by type and industry ,"Fuel use by industry and type, according to coal, natural gas, petrol, DERV, fuel oil, gas oil, aviation fuel, and other, for 1990 to 2014","Fuel use by industry and type, according to coal, natural gas, petrol, DERV, fuel oil, gas oil, aviation fuel, and other, for 1990 to 2013",geeta.kerai @ons.gsi.gov.uk,Geeta Kerai,+44 (0)1633 651815
dataset_landing_page_29, /economy /environmentalaccounts /datasets /ukenvironmentalaccountstotalenergyconsumptionbyindustry,dataset_landing_page,Total Energy Consumption by Industry ,"Direct and Reallocated energy consumption by industry, 1990 to 2014","Direct and Reallocated energy consumption by industry, 1990 to 2013",geeta.kerai @ons.gsi.gov.uk,Geeta Kerai,+44 (0)1633 651815
dataset_landing_page_30, /economy /environmentalaccounts /datasets /ukenvironmentalaccountsfuelusebytypeandindustry,dataset_landing_page,Fuel use by type and industry ,"Fuel use by industry and type, according to coal, natural gas, petrol, DERV, fuel oil, gas oil, aviation fuel, and other, for 1990 to 2014","Fuel use by industry and type, according to coal, natural gas, petrol, DERV, fuel oil, gas oil, aviation fuel, and other, for 1990 to 2013",geeta.kerai @ons.gsi.gov.uk,Geeta Kerai,+44 (0)1633 651815
dataset_landing_page_31, /economy /environmentalaccounts /datasets /ukenvironmentalaccountsfuelusebytype,dataset_landing_page,Fuel use by type ,"Fuel use by type, according to coal, natural gas, petrol, DERV, fuel oil, gas oil, aviation fuel, and other, for 1990 to 2014","Fuel use by type, according to coal, natural gas, petrol, DERV, fuel oil, gas oil, aviation fuel, and other, for 1990 to 2013",geeta.kerai @ons.gsi.gov.uk,Geeta Kerai,+44 (0)1633 651815
dataset_landing_page_32, /economy /grossdomesticproductgdp /datasets /preliminaryestimateofgdp,dataset_landing_page,Preliminary Estimate of GDP time series dataset,Preliminary estimate for Gross Domestic Product (GDP) containing constant price Gross Value Added (GVA) data for the UK.,Preliminary estimate for Gross Domestic Product (GDP) containing constant price Gross Value Added (GVA) data for the UK.,ios.enquiries @ons.gsi.gov.uk,Robert Smith,+44 (0)1633 455803
dataset_landing_page_33, /economy /grossdomesticproductgdp /datasets /unitedkingdomeconomicaccounts,dataset_landing_page,United Kingdom Economic Accounts time series dataset,"Detailed estimates of national product, income and expenditure, UK sector accounts and UK balance of payments","Detailed estimates of national product, income and expenditure, UK sector accounts and UK balance of payments",sector.accounts @ons.gsi.gov.uk,Michael Rizzo,+44 (0)1633 456366
dataset_landing_page_34, /economy /grossdomesticproductgdp /datasets /bluebook,dataset_landing_page,"UK National Accounts, The Blue Book time series dataset","Records and describes economic activity in the United Kingdom and as such is used by government, banks, academics and industries to formulate the economic and social policies and monitor the economic progress of the United Kingdom.","Records and describes economic activity in the United Kingdom and as such is used by government, banks, academics and industries to formulate the economic and social policies and monitor the economic progress of the United Kingdom.",blue.book.coordination @ons.gsi.gov.uk ,Emma Howley,+44 (0)1633 455190 
dataset_landing_page_35, /economy /grossdomesticproductgdp /datasets /quarterlynationalaccounts,dataset_landing_page,Quarterly National Accounts time series dataset,Annual and quarterly data for the latest GDP estimates at chained volume measures and current prices.,Annual and quarterly data for the latest GDP estimates at chained volume measures and current prices.,gdp@ons.gsi.gov.uk,Matthew Hughes,+44 (0)1633 455827
dataset_landing_page_36, /economy /grossdomesticproductgdp /datasets /secondestimateofgdp,dataset_landing_page,Second Estimate of GDP time series dataset,A detailed breakdown of the components of GDP as well as key sector accounts aggregates,A detailed breakdown of the components of GDP as well as key sector accounts aggregates,gdp@ons.gsi.gov.uk,Matthew Hughes,+44 (0)1633 45 5827
dataset_landing_page_37, /economy /grossdomesticproductgdp /datasets /businessinvestment,dataset_landing_page,Business Investment time series dataset,"Investment trends for businesses. Contains capital expenditure data at current prices, constant prices and seasonally adjusted.","Detailed breakdown of business investment by industry and asset, in current prices, chained volume measures, non-seasonally adjusted and seasonally adjusted.",gcf@ons.gsi.gov.uk ,Alison McCrae,+44 (0)1633 455250
dataset_landing_page_38, /economy /grossvalueaddedgva /datasets /regionalgrossvalueaddedincomeapproach,dataset_landing_page,Regional Gross Value Added (Income Approach),"Annual estimates of regional Gross Value Added, Income Approach for 1997 to 2014. Tables show £m, per head, growth, per head index and industry figures","Economic activity as measured by Gross Value Added (GVA) for English regions, Scotland, Wales and Northern Ireland including component totals and industry group totals",trevor.fenton @ons.gsi.gov.uk ,Trevor Fenton,+44 (0)1633 456083
dataset_landing_page_39, /economy /grossvalueaddedgva /datasets /regionalgrossvalueaddedproductionapproachconstraineddatatables,dataset_landing_page,Regional Gross Value Added (Production Approach) Constrained Data Tables,"Experimental statistics showing annual estimates of regional GVA(P) NUTS1 and NUTS2, current price, CVM (2012=100) and implied deflators.","Experimental statistics showing annual estimates of regional GVA(P) NUTS1 and NUTS2, current price, CVM (2012=100) and implied deflators.",trevor.fenton @ons.gsi.gov.uk,Trevor Fenton,+44 (0)1633 456083
dataset_landing_page_40, /economy /grossvalueaddedgva /datasets /regionalgrossvalueaddedproductionapproachregionalgvapunconstraineddatatables,dataset_landing_page,Regional Gross Value Added (Production Approach) Unconstrained Data Tables,Experimental statistics showing annual estimates of regional GVA(P) NUTS1 and NUTS2 CVM (2012 = 100). These data are not constrained to ensure that the regions sum to the UK total.,Experimental statistics showing annual estimates of regional GVA(P) NUTS1 and NUTS2 CVM (2012 = 100). These data are not constrained to ensure that the regions sum to the UK total.,trevor.fenton @ons.gsi.gov.uk,Trevor Fenton,+44 (0) 1633 456083
dataset_landing_page_41, /economy /grossvalueaddedgva /datasets /nuts1regionalgdhi,dataset_landing_page,NUTS1 Regional GDHI,"Annual estimates of NUTS1 regional gross disposable household income (GDHI). Tables show estimates of total GDHI, GDHI per head, GDHI per head index and components of GDHI.","Annual estimates of NUTS1 regional gross disposable household income (GDHI). Tables show estimates of total GDHI, GDHI per head, GDHI per head index and components of GDHI.",Trevor.Fenton @ons.gsi.gov.uk,Trevor Fenton,+44 (0)1633 456083
